Table, Endorsemnet, Success, Lookup Code, Code, Description, Revised Date, Short Des, Error Details
Endorsement (MD),End_ORMD_4582,true,ORMD_4582,ORMD 4582,ALTA Endorsement 32.2-06 (Construction Loan - Insured's Direct Payment) Revised 04-02-13 ,04/02/13,CONSTRUCTION LOAN - INSURED'S DIRECT PAYMENT  ,
Endorsement (MD),End_ORMD_4729,true,ORMD_4729,ORMD 4729,ALTA 18.3-06 Single Tax Parcel and ID Adopted 12-01-2018 ,12/01/20,SINGLE TAX PARCEL AND ID  ,
Endorsement (MD),End_ORMD_4649,true,ORMD_4649,ORMD 4649,ALTA Endorsement 36.7-06 (Energy Project - Fee Estate - Owner's Policy) Adopted 12-01-14 ,12/01/14,ENERGY PROJECT - FEE ESTATE - OWNER'S POLICY  ,
Endorsement (MD),End_ORMD_4527,true,ORMD_4527,ORMD 4527,ALTA Endorsement 32-06 (Construction Loan) Adopted 2-3-11 ,02/03/11,CONSTRUCTION LOAN  ,
Endorsement (MD),End_ORMD_4648,true,ORMD_4648,ORMD 4648,ALTA Endorsement 45-06 (Pari Passu Mortgage - Loan Policy) Adopted 12-01-14 ,12/01/14,PARI PASSU MORTGAGE - LOAN POLICY  ,
Endorsement (MD),End_ORMD_4672,true,ORMD_4672,ORMD 4672,ALTA Endorsement 46-06 Adopted 08-01-15 ,08/01/15,  ,
Endorsement (MD),End_ORMD_4528,true,ORMD_4528,ORMD 4528,ALTA Endorsement 32.1-06 (Construction Loan - Direct Payment) Revised 04-02-13 ,04/02/13,CONSTRUCTION LOAN - DIRECT PAYMENT  ,
Endorsement (MD),End_ORMD_4339,true,ORMD_4339,ORMD 4339,ALTA 5.1-06 Endorsement - Planned Unit Development - Current Assessments 10/16/08  ,10/16/08,  ,
Endorsement (MD),End_ORMD_4733,true,ORMD_4733,ORMD 4733,,,,
Endorsement (MD),End_ORMD_4730,true,ORMD_4730,ORMD 4730,ALTA 3.4-06 Zoning - No Zoning Classification Adopted 12-01-2018 ,12/01/20,ZONING - NO ZONING CLASSIFICATION  ,
Endorsement (MD),End_ORMD_4728,true,ORMD_4728,ORMD 4728,ALTA 3.3-06 Zoning - Completed Improvement - Non-Conforming Use Adopted 12-01-2018 ,12/01/20,ZONING - COMPLETED IMPROVEMENT - NON-CONFORMING USE  ,
Endorsement (MD),End_ORMD_4647,true,ORMD_4647,ORMD 4647,ALTA Endorsement 36.8-06 (Energy Project - Fee Estate - Loan Policy) Adopted 12-01-14 ,12/01/14,ENERGY PROJECT - FEE ESTATE - LOAN POLICY  ,
Endorsement (ME),End_FAME_CLE,true,FAME_CLE,FAME CLE,Construction Loan Endorsement  ,,Construction Loan Endorsement (For Loan Policies Only) MAINE ,
Endorsement (ME),End_FAME_Disburse,false,FAME_Disburse,FAME Disburse,,,MAINE DISBURSEMENT ENDORSEMENT ,SoftPro.OrderTracking.Client.Lookups.LookupRowValidationException: An entry with a duplicate key field exists. This lookup table does not allow duplicate key field values.   at SoftPro.ClientModel.Proxies.ClientProxy`1.OnHandleFaultException(FaultException exception)   at SoftPro.ClientModel.Proxies.ClientProxy`1.HandleFaultException(FaultException exception)   at SoftPro.OrderTracking.Client.Lookups.LookupsServiceClient.EndApplyChanges(Guid taskId)   at SoftPro.OrderTracking.Client.Lookups.Lookups.SoftPro.OrderTracking.Client.Lookups.ILookups.ApplyChanges(ILookupTable[] tables)   at EndorsementTableUpdater.EditLookupTables.CreateTableRows(SelectServer ss Data data) in C:\Users\timadmin\Documents\Visual Studio 2015\Projects\EndorsementTableUpdater\EndorsementTableUpdater\EditLookupTables.cs:line 160
Endorsement (ME),End_FAME_CE,true,FAME_CE,FAME CE,Change Endorsement  ,,Change Endorsement   ,
Endorsement (ME),End_FAME_DE,true,FAME_DE,FAME DE,Disbursement Endorsement  ,, MAINE DISBURSEMENT ENDORSEMENT ,
Endorsement (ME),End_FAME_116_3_2006,false,FAME_116_3_2006,FAME 116.3,,03/09/07,     Legal Description New Subdivision Endorsement  ,SoftPro.OrderTracking.Client.Lookups.LookupRowValidationException: An entry with a duplicate key field exists. This lookup table does not allow duplicate key field values.   at SoftPro.ClientModel.Proxies.ClientProxy`1.OnHandleFaultException(FaultException exception)   at SoftPro.ClientModel.Proxies.ClientProxy`1.HandleFaultException(FaultException exception)   at SoftPro.OrderTracking.Client.Lookups.LookupsServiceClient.EndApplyChanges(Guid taskId)   at SoftPro.OrderTracking.Client.Lookups.Lookups.SoftPro.OrderTracking.Client.Lookups.ILookups.ApplyChanges(ILookupTable[] tables)   at EndorsementTableUpdater.EditLookupTables.CreateTableRows(SelectServer ss Data data) in C:\Users\timadmin\Documents\Visual Studio 2015\Projects\EndorsementTableUpdater\EndorsementTableUpdater\EditLookupTables.cs:line 160
Endorsement (ME),End_FAME_32_2006_Mod,false,FAME_32_2006_Mod,FAME 32.2006,,02/03/11,     Construction Loan Endorsement   ,SoftPro.OrderTracking.Client.Lookups.LookupRowValidationException: An entry with a duplicate key field exists. This lookup table does not allow duplicate key field values.   at SoftPro.ClientModel.Proxies.ClientProxy`1.OnHandleFaultException(FaultException exception)   at SoftPro.ClientModel.Proxies.ClientProxy`1.HandleFaultException(FaultException exception)   at SoftPro.OrderTracking.Client.Lookups.LookupsServiceClient.EndApplyChanges(Guid taskId)   at SoftPro.OrderTracking.Client.Lookups.Lookups.SoftPro.OrderTracking.Client.Lookups.ILookups.ApplyChanges(ILookupTable[] tables)   at EndorsementTableUpdater.EditLookupTables.CreateTableRows(SelectServer ss Data data) in C:\Users\timadmin\Documents\Visual Studio 2015\Projects\EndorsementTableUpdater\EndorsementTableUpdater\EditLookupTables.cs:line 160
Endorsement (ME),End_FAME_100_12_2006,false,FAME_100_12_2006,FAME 100.12,,03/09/07,     CC&R's Right of Reversion Endorsement  ,SoftPro.OrderTracking.Client.Lookups.LookupRowValidationException: An entry with a duplicate key field exists. This lookup table does not allow duplicate key field values.   at SoftPro.ClientModel.Proxies.ClientProxy`1.OnHandleFaultException(FaultException exception)   at SoftPro.ClientModel.Proxies.ClientProxy`1.HandleFaultException(FaultException exception)   at SoftPro.OrderTracking.Client.Lookups.LookupsServiceClient.EndApplyChanges(Guid taskId)   at SoftPro.OrderTracking.Client.Lookups.Lookups.SoftPro.OrderTracking.Client.Lookups.ILookups.ApplyChanges(ILookupTable[] tables)   at EndorsementTableUpdater.EditLookupTables.CreateTableRows(SelectServer ss Data data) in C:\Users\timadmin\Documents\Visual Studio 2015\Projects\EndorsementTableUpdater\EndorsementTableUpdater\EditLookupTables.cs:line 160
Endorsement (ME),End_FAME_104_7_2006,false,FAME_104_7_2006,FAME 104.7,,03/09/07,     Assignment of Rents - Leases Endorsement  ,SoftPro.OrderTracking.Client.Lookups.LookupRowValidationException: An entry with a duplicate key field exists. This lookup table does not allow duplicate key field values.   at SoftPro.ClientModel.Proxies.ClientProxy`1.OnHandleFaultException(FaultException exception)   at SoftPro.ClientModel.Proxies.ClientProxy`1.HandleFaultException(FaultException exception)   at SoftPro.OrderTracking.Client.Lookups.LookupsServiceClient.EndApplyChanges(Guid taskId)   at SoftPro.OrderTracking.Client.Lookups.Lookups.SoftPro.OrderTracking.Client.Lookups.ILookups.ApplyChanges(ILookupTable[] tables)   at EndorsementTableUpdater.EditLookupTables.CreateTableRows(SelectServer ss Data data) in C:\Users\timadmin\Documents\Visual Studio 2015\Projects\EndorsementTableUpdater\EndorsementTableUpdater\EditLookupTables.cs:line 160
Endorsement (ME),End_FAME_MaineConstructionLoan,true,FAME_MaineConstructionLoan,FAME MaineConstructionLoan,Missing Document,Missing Document,Missing Document,
Endorsement (ME),End_FAME_Construct,false,FAME_Construct,FAME Construct,,,CONSTRUCTION LOAN ENDORSEMENT (For Loan Policies Only) MAINE ,SoftPro.OrderTracking.Client.Lookups.LookupRowValidationException: An entry with a duplicate key field exists. This lookup table does not allow duplicate key field values.   at SoftPro.ClientModel.Proxies.ClientProxy`1.OnHandleFaultException(FaultException exception)   at SoftPro.ClientModel.Proxies.ClientProxy`1.HandleFaultException(FaultException exception)   at SoftPro.OrderTracking.Client.Lookups.LookupsServiceClient.EndApplyChanges(Guid taskId)   at SoftPro.OrderTracking.Client.Lookups.Lookups.SoftPro.OrderTracking.Client.Lookups.ILookups.ApplyChanges(ILookupTable[] tables)   at EndorsementTableUpdater.EditLookupTables.CreateTableRows(SelectServer ss Data data) in C:\Users\timadmin\Documents\Visual Studio 2015\Projects\EndorsementTableUpdater\EndorsementTableUpdater\EditLookupTables.cs:line 160
Endorsement (ME),End_FFME_SE503,true,FFME_SE503,FFME SE503,SE-503 Change Endorsement (2-1-2020) ,02/01/20,,
Endorsement (MI),End_FAMI_ModALTA11_06,true,FAMI_ModALTA11_06,FAMI ModALTA11.06,Modified ALTA 11-06 Mortgage Modification with Policy Date Down (7-13-18) Michigan ,07/13/18,MODIFIED ALTA 11-06 MORTGAGE MODIFICATION  ,
Endorsement (MN),End_FFMN_DelofArb,true,FFMN_DelofArb,FFMN DelofArb,TS-<IF ({{.Parent.Underwriter.LookUpCode}} = Deletion of Arbitration Endorsement - ALTA Owner's Policy (6-17-06) SE-91 ,06/17/06,,
Endorsement (MN),End_FA_EP15_FAMN,true,FA_EP15_FAMN,FA EP15_FAMN,,,,
Endorsement (MN),End_FAMN_FA61_1_CLD,true,FAMN_FA61_1_CLD,FAMN FA61.1,FA 61.1 Construction Loan Disbursement (12-9-16) Minnesota ,12/09/16,CONSTRUCTION LOAN DISBURSEMENT ENDORSEMENT ,
Endorsement (MN),End_FAMN_SpecialRMDD,true,FAMN_SpecialRMDD,FAMN SpecialRMDD,FA Special - Record Matters Date Down Endorsement (8-6-06) ,08/06/06,RECORD MATTERS DATE DOWN ENDORSEMENT ,
Endorsement (MN),End_FAMN_A11_06,true,FAMN_A11_06,FAMN A11.06,ALTA 11-06 M(i)  Mortgage Modification With Description Change (7-13-18) Minnesota ,07/13/18,MODIFIED ALTA 11-06 MORTGAGE MODIFICATION WITH DESCRIPTION CHANGE ENDORSEMENT ,
Endorsement (MN),End_FAMN_FA61_CLPD,true,FAMN_FA61_CLPD,FAMN FA61_CLPD,FA 61 Construction Loan Disbursement (7-1-14) Minnesota ,07/01/14,CONSTRUCTION LOAN DISBURSEMENT ENDORSEMENT ,
Endorsement (MN),End_FAMN_FA28_2_RCL,true,FAMN_FA28_2_RCL,FAMN FA28.2,Revolving Credit Loan (F.A. 28.2) ,07/01/14,REVOLVING CREDIT LOAN ENDORSEMENT ,
Endorsement (MN),End_FAMN_FA28_2A_RCL,true,FAMN_FA28_2A_RCL,FAMN FA28_2A,Revolving Credit Loan (F.A. 28.2A) ,07/01/14,REVOLVING CREDIT LOAN ENDORSEMENT ,
Endorsement (MN),End_FAMN_A11_06_Out,true,FAMN_A11_06_Out,FAMN A11.06,ALTA 11-06 M(ii) Mortgage Modification Without Description Change (7-13-18) Minnesota ,07/13/18,MODIFIED ALTA 11-06 MORTGAGE MODIFICATION WITHOUT DESCRIPTION CHANGE ENDORSEMENT ,
Endorsement (MO),End_FAMO_RecordMattersDate,true,FAMO_RecordMattersDate,FAMO RecordMattersDate,FA Special - Record Matters Date Down Endorsement (8-6-06)  ,08/06/06,Record Matters Date Down Endorsement   ,
Endorsement (MO),End_FAMO_PublicRecordSearch,true,FAMO_PublicRecordSearch,FAMO PublicRecordSearch,Public Record Search (12-30-08)  ,12/30/08,Public Record Search Endorsement   ,
Endorsement (MO),End_FAMO_SpecialSecondaryIns,true,FAMO_SpecialSecondaryIns,FAMO SpecialSecondaryIns,FA Special Secondary Insurance - 2006 ALTA Owner's Policy (5-11-07)  ,05/11/07,Secondary Insurance - 2006 ALTA Owner's Policy Endorsement  ,
Endorsement (MO),End_FAMO_50_083629,true,FAMO_50_083629,FAMO 50.083629,Policy Change (4-27-18) Missouri ,04/27/18,POLICY CHANGE ENDORSEMENT ,
Endorsement (MS),End_FFMS_DateDown,true,FFMS_DateDown,FFMS DateDown,Date Down  ,,,
Endorsement (NC),End_FFNC__8_1_2006,true,FFNC__8_1_2006,FFNC .8,Missing Document,Missing Document,Missing Document,
Endorsement (NC),End_Vesting_Deeds_FFNC#,true,Vesting_Deeds_FFNC#,Vesting Deeds_FFNC#,Missing Document,Missing Document,Missing Document,
Endorsement (NC),End_UnderwriterLogo_FFNC,true,UnderwriterLogo_FFNC,UnderwriterLogo FFNC,Missing Document,Missing Document,Missing Document,
Endorsement (NC),End_FFNC_VestingDeed,true,FFNC_VestingDeed,FFNC VestingDeed,Missing Document,Missing Document,Missing Document,
Endorsement (ND),End_FA_61_FAND,true,FA_61_FAND,FA 61_FAND,FA 61 Construction Loan Disbursement (7-1-14) North Dakota ,07/01/14,CONSTRUCTION LOAN DISBURSEMENT ENDORSEMENT   ,
Endorsement (ND),End_ALTA_11_FAND,true,ALTA_11_FAND,ALTA 11_FAND,Modified ALTA 11-06 M(ii) Mortgage Modification Without Description Change (7-13-18) North Dakota ,07/13/18,MODIFIED ALTA 11-06 MORTGAGE MODIFICATION WITHOUT DESCRIPTION CHANGE ENDORSEMENT  ,
Endorsement (ND),End_FA_61_1FAND,true,FA_61_1FAND,FA 61_1FAND,FA 61.1 Construction Loan Disbursement (12-9-16) North Dakota ,12/09/16,CONSTRUCTION LOAN DISBURSEMENT ENDORSEMENT   ,
Endorsement (ND),End_ALTA11_MMDC_FAND,true,ALTA11_MMDC_FAND,ALTA11 MMDC_FAND,Modified ALTA 11-06 M(i) Mortgage Modification With Description Change (7-13-18) North Dakota ,07/13/18,MODIFIED ALTA 11-06 MORTGAGE MODIFICATION WITH DESCRIPTION CHANGE ENDORSEMENT  ,
Endorsement (NE),End_FANE_EP10,true,FANE_EP10,FANE EP10,NCS - Energy Project - Special Measure of Loss (F.A. EP 10) (5-1-12) Owner's Policy ,05/01/12,NCS - ENERGY PROJECT - SPECIAL MEASURE OF LOSS - ENDORSEMENT   ,
Endorsement (NE),End_FANE_S6_NE,true,FANE_S6_NE,FANE S6_NE,F.A. S6-NE Pro-Tanto (7-15-99)  ,07/15/99,PRO-TANTO Endorsement  ,
Endorsement (NE),End_FANE_EP12,true,FANE_EP12,FANE EP12,NCS - Energy Project - Severable Improvement (F.A. EP 12) (5-1-12) )> ,05/01/12,NCS - ENERGY PROJECT - SEVERABLE IMPROVEMENT ENDORSEMENT   ,
Endorsement (NE),End_FANE_ALTA11NE,true,FANE_ALTA11NE,FANE ALTA11NE,ALTA 11-06 Modified Mortgage Modification with Policy Date Down (6-8-16) Nebraska ,06/08/16,MORTGAGE MODIFICATION WITH POLICY DATE DOWN ENDORSEMENT  ,
Endorsement (NE),End_FANE_EP14,true,FANE_EP14,FANE EP14,NCS - Energy Project - Minerals and Other Subsurface Substance (F.A. EP 14) (5-1-12) )> ,05/01/12,NCS - ENERGY PROJECT - MINERALS AND OTHER SUBSURFACE SUBSTANCE ENDORSEMENT  ,
Endorsement (NE),End_FANE_EP11,true,FANE_EP11,FANE EP11,NCS - Energy Project - Special Measure of Loss (F.A. EP 11) (5-1-12) Loan Policy ,05/01/12,NCS - ENERGY PROJECT - SPECIAL MEASURE OF LOSS - ENDORSEMENT   ,
Endorsement (NE),End_FANE_EP13,true,FANE_EP13,FANE EP13,NCS - Energy Project - Zoning (F.A. EP 13) (5-1-12) )> ,05/01/12,NCS - ENERGY PROJECT - ZONING ENDORSEMENT   ,
Endorsement (NE),End_FANE_EP1,true,FANE_EP1,FANE EP1,NCS - Energy Project - Definitions Endorsement (F.A. EP 1) (5-1-12) )> ,05/01/12,NCS - ENERGY PROJECT - DEFINITIONS ENDORSEMENT   ,
Endorsement (NE),End_FANE_EP9,true,FANE_EP9,FANE EP9,NCS - Energy Project - Land Treated as ''Single'' Integrated Whole (F.A. EP 9) (5-1-12) )> ,05/01/12,NCS - ENERGY PROJECT - LAND TREATED AS ''SINGLE'' INTERGRATED WHOLE ENDORSEMENT  ,
Endorsement (NH),End_FNNH_ALTA13_2012,true,FNNH_ALTA13_2012,FNNH ALTA13.2012,ALTA 13-06 Leasehold - Owner's (4-2-12)  ,04/02/12,ALTA Endorsement - Form 13-06 Leasehold - Owner's ,
Endorsement (NH),End_FNNH_ALTA4_1_2006,true,FNNH_ALTA4_1_2006,FNNH ALTA4.1,ALTA 4.1-06 Condominium  ,,ALTA Endorsement - Form 4.1-06 - Condominium  ,
Endorsement (NH),End_FNNH_ALTA5_1_2006,true,FNNH_ALTA5_1_2006,FNNH ALTA5.1,ALTA Endorsement Form 5.1-06 (Planned Unit Development) (6/17/06) ,06/17/06,ALTA Endorsement - Form 5.1-06 - Planned Unit Development  ,
Endorsement (NH),End_FNNH_ALTA9_3_2012,true,FNNH_ALTA9_3_2012,FNNH ALTA9.3,ALTA 9.3-06 Covenants Conditions and Restrictions - Loan Policy (4-2-12)  ,04/02/12,ALTA Endorsement - Form 9.3-06 Covenants Conditions and Restrictions - Loan Policy ,
Endorsement (NH),End_FNNH_ALTA9_2012,true,FNNH_ALTA9_2012,FNNH ALTA9.2012,ALTA 9-06 Restrictions Encroachments Minerals - Loan Policy (4-2-12)  ,04/02/12,ALTA Endorsement - Form 9-06 Restrictions Encroachments Minerals - Loan Policy ,
Endorsement (NH),End_FNNH_ALTA8_1_2006,true,FNNH_ALTA8_1_2006,FNNH ALTA8.1,End. - ALTA Form 8.1-06 - Environmental Protection Lien (06/17/06) ,06/17/06,ALTA Endorsement - Form 8.1-06 - Environmental Protection Lien  ,
Endorsement (NH),End_FNNH_ALTA6_2_2006,true,FNNH_ALTA6_2_2006,FNNH ALTA6.2,ALTA Endorsement Form 6.2-06 (Variable Rate Negative Amortization) (6/17/06) ,06/17/06,ALTA Endorsement - Form 6.2-06 Variable Rate - Negative Amortization ,
Endorsement (NH),End_FNNH_ALTA6_2006,true,FNNH_ALTA6_2006,FNNH ALTA6.2006,End. - ALTA Form 6-06 - Variable Rate Mortgage (06/17/06) ,06/17/06,ALTA Endorsement - Form 6-06 - Variable Rate Mortgage  ,
Endorsement (NH),End_FNNH_ALTA7_2006,true,FNNH_ALTA7_2006,FNNH ALTA7.2006,ALTA Endorsement 7-06 (Manufactured Housing Unit)  ,06/17/06,Endorsement 7-06 (Manufactured Housing Unit) Adopted 6-17-06   ,
Endorsement (NH),End_FNNH_ALTA14_2011,true,FNNH_ALTA14_2011,FNNH ALTA14.2011,ALTA 14-06 Future Advance - Priority Endorsement (2-3-11) ,02/03/11,ALTA Endorsement - Form 14-06 Future Advance - Priority ,
Endorsement (NH),End_FNNH_PendImprov,true,FNNH_PendImprov,FNNH PendImprov,Pending Improvements Endorsement for 2006 Policy ,,Pending Improvements Endorsement (Owner's Policy) ,
Endorsement (NH),End_FNNH_ALTA1_2006,true,FNNH_ALTA1_2006,FNNH ALTA1.2006,ALTA 1-06 Street Assessments - Loan (6-17-06)  ,06/17/06,ALTA Endorsement - Form 1-06 Street Assessments ,
Endorsement (NH),End_FNNH_ALTA22_2006,true,FNNH_ALTA22_2006,FNNH ALTA22.2006,End. - ALTA Form 22 - Location (6/17/06)  ,06/17/06,ALTA Endorsement - Form 22-06 - Location  ,
Endorsement (NH),End_FNNH_PendDisb,true,FNNH_PendDisb,FNNH PendDisb,Pending Disbursement Endorsement  ,,Endorsement  ,
Endorsement (NH),End_FNNH_ALTA13_1_2012,true,FNNH_ALTA13_1_2012,FNNH ALTA13.1,ALTA 13.1-06 Leasehold - Loan (4-2-12)  ,04/02/12,ALTA Endorsement - Form 13.1-06 Leasehold - Loan ,
Endorsement (NH),End_FNNH_ALTA22_1_2006,true,FNNH_ALTA22_1_2006,FNNH ALTA22.1,,,,
Endorsement (NH),End_FNNH_ALTA_14_1_2011,true,FNNH_ALTA_14_1_2011,FNNH ALTA.14,ALTA 14.1-06 Future Advance-Knowledge - Loan (2-03-11)  ,02/03/11,ALTA Endorsement - Form 14.1-06 Future Advance-Knowledge ,
Endorsement (NH),End_FNNH_ALTA14_3_2011,true,FNNH_ALTA14_3_2011,FNNH ALTA14.3,ALTA 14.3-06 Future Advance - Reverse Mortgage Endorsement (2-3-11)  ,02/03/11,ALTA Endorsement - Form 14.3-06 Future Advance - Reverse Mortgage ,
Endorsement (NH),End_FNNH_DateDown,true,FNNH_DateDown,FNNH DateDown,Date Down Endorsement  ,,Date Down Endorsement  ,
Endorsement (NH),End_FNNH_Blank,true,FNNH_Blank,FNNH Blank,Endorsement  ,,Endorsement  ,
Endorsement (NH),End_FNNH_SMME,true,FNNH_SMME,FNNH SMME,Secondary Mortgage Market Endorsement (SM-1 Rev. 9/13)  ,,Endorsement  ,
Endorsement (NH),End_CWNH_ALTA6_2006,true,CWNH_ALTA6_2006,CWNH ALTA6.2006,End. - ALTA Form 6-06 - Variable Rate Mortgage (06/17/06) ,06/17/06,ALTA Endorsement - Form 6-06 - Variable Rate Mortgage  ,
Endorsement (NH),End_CWNH_ALTA6_2_2006,true,CWNH_ALTA6_2_2006,CWNH ALTA6.2,ALTA Endorsement Form 6.2-06 (Variable Rate Negative Amortization) (6/17/06) ,06/17/06,ALTA Endorsement - Form 6.2-06 Variable Rate - Negative Amortization ,
Endorsement (NH),End_CWNH_DateDown,true,CWNH_DateDown,CWNH DateDown,Date Down Endorsement  ,,Date Down Endorsement  ,
Endorsement (NH),End_CWNH_PendImprov,true,CWNH_PendImprov,CWNH PendImprov,Pending Improvements Endorsement for 2006 Policy ,,Pending Improvements Endorsement (Owner's Policy) ,
Endorsement (NH),End_CWNH_ALTA22_1_2006,true,CWNH_ALTA22_1_2006,CWNH ALTA22.1,ALTA Endorsement 22.1-06 (Location and Map)  ,06/17/06,Endorsement 22.1-06 (Location and Map) Adopted 6-17-06   ,
Endorsement (NH),End_CWNH_ALTA22_2006,true,CWNH_ALTA22_2006,CWNH ALTA22.2006,End. - ALTA Form 22 - Location (6/17/06)  ,06/17/06,ALTA Endorsement - Form 22-06 - Location  ,
Endorsement (NH),End_CWNH_SMME,true,CWNH_SMME,CWNH SMME,Secondary Mortgage Market Endorsement (SM-1 Rev. 9/13)  ,,Endorsement  ,
Endorsement (NH),End_CWNH_ALTA8_1_2006,true,CWNH_ALTA8_1_2006,CWNH ALTA8.1,End. - ALTA Form 8.1-06 - Environmental Protection Lien (06/17/06) ,06/17/06,ALTA Endorsement - Form 8.1-06 - Environmental Protection Lien  ,
Endorsement (NH),End_CWNH_ALTA9_2012,true,CWNH_ALTA9_2012,CWNH ALTA9.2012,ALTA 9-06 Restrictions Encroachments Minerals - Loan Policy (4-2-12)  ,04/02/12,ALTA Endorsement - Form 9-06 Restrictions Encroachments Minerals - Loan Policy ,
Endorsement (NH),End_CWNH_ALTA13_2012,true,CWNH_ALTA13_2012,CWNH ALTA13.2012,ALTA 13-06 Leasehold - Owner's (4-2-12)  ,04/02/12,ALTA Endorsement - Form 13-06 Leasehold - Owner's ,
Endorsement (NH),End_CWNH_ALTA14_2011,true,CWNH_ALTA14_2011,CWNH ALTA14.2011,ALTA 14-06 Future Advance - Priority Endorsement (2-3-11) ,02/03/11,ALTA Endorsement - Form 14-06 Future Advance - Priority ,
Endorsement (NH),End_CWNH_ALTA13_1_2012,true,CWNH_ALTA13_1_2012,CWNH ALTA13.1,ALTA 13.1-06 Leasehold - Loan (4-2-12)  ,04/02/12,ALTA Endorsement - Form 13.1-06 Leasehold - Loan ,
Endorsement (NH),End_CWNH_ALTA14_1_2011,true,CWNH_ALTA14_1_2011,CWNH ALTA14.1,ALTA 14.1-06 Future Advance-Knowledge - Loan (2-03-11)  ,02/03/11,ALTA Endorsement - Form 14.1-06 Future Advance-Knowledge ,
Endorsement (NH),End_CWNH_Blank,true,CWNH_Blank,CWNH Blank,Endorsement  ,,Endorsement  ,
Endorsement (NH),End_CWNH_ALTA14_3_2011,true,CWNH_ALTA14_3_2011,CWNH ALTA14.3,ALTA 14.3-06 Future Advance - Reverse Mortgage Endorsement (2-3-11)  ,02/03/11,ALTA Endorsement - Form 14.3-06 Future Advance - Reverse Mortgage ,
Endorsement (NH),End_CWNH_ALTA1_2006,true,CWNH_ALTA1_2006,CWNH ALTA1.2006,ALTA 1-06 Street Assessments - Loan (6-17-06)  ,06/17/06,ALTA Endorsement - Form 1-06 Street Assessments ,
Endorsement (NH),End_CWNH_ALTA9_3_2012,true,CWNH_ALTA9_3_2012,CWNH ALTA9.3,ALTA 9.3-06 Covenants Conditions and Restrictions - Loan Policy (4-2-12)  ,04/02/12,ALTA Endorsement - Form 9.3-06 Covenants Conditions and Restrictions - Loan Policy ,
Endorsement (NH),End_CWNH_ALTA7_2006,true,CWNH_ALTA7_2006,CWNH ALTA7.2006,ALTA Endorsement 7-06 (Manufactured Housing Unit)  ,06/17/06,Endorsement 7-06 (Manufactured Housing Unit) Adopted 6-17-06   ,
Endorsement (NH),End_CWNH_PendDisb,true,CWNH_PendDisb,CWNH PendDisb,Pending Disbursement Endorsement  ,,Endorsement  ,
Endorsement (NH),End_CWNH_ALTA5_1_2006,true,CWNH_ALTA5_1_2006,CWNH ALTA5.1,ALTA Endorsement Form 5.1-06 (Planned Unit Development) (6/17/06) ,06/17/06,ALTA Endorsement - Form 5.1-06 - Planned Unit Development  ,
Endorsement (NH),End_CWNH_ALTA4_1_2006,true,CWNH_ALTA4_1_2006,CWNH ALTA4.1,ALTA 4.1-06 Condominium  ,,ALTA Endorsement - Form 4.1-06 - Condominium  ,
Endorsement (NJ),End_WFNJ_NJRB5_09,true,WFNJ_NJRB5_09,WFNJ NJRB5.09,Missing Document,Missing Document,Missing Document,
Endorsement (NJ),End_FANJ_NJRB5_168_2015,true,FANJ_NJRB5_168_2015,FANJ NJRB5.168,NJRB 5-168 (ALTA 45-06 12-1-14) Pari Passu Mortgage (5-1-15) Loan Policy ,12/01/14,Pari Passu Mortgage Endorsement  ,
Endorsement (NJ),End_FANJ_NJRB5_152_2012,true,FANJ_NJRB5_152_2012,FANJ NJRB5.152,NJRB 5-152 (ALTA 36.5-06) Energy Project - Covenants Conditions and Rest. - Land Under Development - Loan (11-16-12) ,11/01/12,Energy Project - Covenants Conditions and Restrictions - Land Under Development - Loan Endorsement  ,
Endorsement (NJ),End_FANJ_NJRB5_137_2012,true,FANJ_NJRB5_137_2012,FANJ NJRB5.137,NJRB 5-137 (ALTA 3.2-06) Zoning - Land Under Development (11-16-12)  ,11/01/12,Zoning - Land Under Development Endorsement   ,
Endorsement (NJ),End_FANJ_NJRB5_141_2012,true,FANJ_NJRB5_141_2012,FANJ NJRB5.141,NJRB 5-141 (ALTA 28.1-06) Encroachments - Boundaries and Easements (11-16-12)  ,11/01/12,ENCROACHMENTS - BOUNDARIES AND EASEMENTS ENDORSEMENT  ,
Endorsement (NJ),End_FANJ_NJRB5_95_2012,true,FANJ_NJRB5_95_2012,FANJ NJRB5.95,NJRB 5-95 (ALTA 9-06) Restrictions Encroachments Minerals - Loan Policy (Rev. 11-16-12) ,11/16/12,Restrictions Encroachments Minerals - Loan Policy Endorsement  ,
Endorsement (NJ),End_FANJ_NJRB5_146_2012,true,FANJ_NJRB5_146_2012,FANJ NJRB5.146,NJRB 5-146 (ALTA 35.3-06) Minerals and Other Subsurface Substances - Land Under Development (11-16-12) ,11/01/12,Minerals and Other Subsurface Substances - Described Improvements Endorsement  ,
Endorsement (NJ),End_FANJ_NJRB5_147_2012,true,FANJ_NJRB5_147_2012,FANJ NJRB5.147,NJRB 5-147 (ALTA 36-06) Energy Project - Leasehold/Easement - Owner's Policy (11-16-12)  ,11/01/12,Energy Project - Leasehold/Easement - Owner's Policy Endorsement   ,
